"name","orig.ident","nCount_RNA","nFeature_RNA","percent.mito","percent.mt","seurat_clusters","neuron_cluster"
"hypothalamus-JM-1_DB2993_N1","hypothalamus-JM-1",6873,3263,0.001018478,0.10184781,1,1
"hypothalamus-JM-1_DB6712_N1","hypothalamus-JM-1",7602,3340,0.002499342,0.249934228,0,13
"hypothalamus-JM-1_DB2175_N1","hypothalamus-JM-1",6501,2957,0.002922627,0.292262729,0,0
"hypothalamus-JM-1_DB4073_N1","hypothalamus-JM-1",3971,1917,0.00176278,0.176278016,2,NA
"hypothalamus-JM-1_DB2720_N1","hypothalamus-JM-1",2937,1600,0.005788219,0.578821927,13,NA
"hypothalamus-JM-1_DB4494_N3","hypothalamus-JM-1",11563,3828,0.001037793,0.103779296,1,6
"hypothalamus-JM-1_DB1111_N1","hypothalamus-JM-1",4790,2300,0.003131524,0.313152401,1,7
"hypothalamus-JM-1_DB6028_N1","hypothalamus-JM-1",5287,2488,0.001702289,0.170228863,4,14
"hypothalamus-JM-1_DB1121_N1","hypothalamus-JM-1",3694,1761,0.005414185,0.541418517,2,NA
"hypothalamus-JM-1_DB6332_N1","hypothalamus-JM-1",3335,1778,0.011994003,1.1994003,10,NA
"hypothalamus-JM-1_DB753_N1","hypothalamus-JM-1",9537,3762,0.003669917,0.366991716,4,14
"hypothalamus-JM-1_DB5364_N1","hypothalamus-JM-1",8146,3187,0.001104837,0.110483673,3,0
"hypothalamus-JM-1_DB2048_N1","hypothalamus-JM-1",5548,2547,0.001982696,0.198269647,3,9
"hypothalamus-JM-1_DB738_N1","hypothalamus-JM-1",5705,2712,0.004907975,0.490797546,4,10
"hypothalamus-JM-1_DB3327_N1","hypothalamus-JM-1",2623,1537,0.002287457,0.228745711,8,NA
"hypothalamus-JM-1_DB5500_N1","hypothalamus-JM-1",9283,3593,0.002477647,0.247764731,4,14
"hypothalamus-JM-1_DB2704_N1","hypothalamus-JM-1",8519,3594,0.014907853,1.490785303,3,12
"hypothalamus-JM-1_DB5180_N2","hypothalamus-JM-1",8488,3541,0.001649387,0.164938737,1,1
"hypothalamus-JM-1_DB1496_N1","hypothalamus-JM-1",5171,2471,0.016437826,1.643782634,2,NA
"hypothalamus-JM-1_DB5841_N1","hypothalamus-JM-1",8944,3676,0.002236136,0.223613596,1,1
"hypothalamus-JM-1_DB2254_N1","hypothalamus-JM-1",4241,2132,0.001650554,0.165055411,3,9
"hypothalamus-JM-1_DB5130_N2","hypothalamus-JM-1",12208,4511,0.001802097,0.180209699,3,2
"hypothalamus-JM-1_DB4899_N1","hypothalamus-JM-1",12194,4727,0.001886174,0.188617353,12,NA
"hypothalamus-JM-1_DB4732_N1","hypothalamus-JM-1",8060,3687,0.001861042,0.186104218,14,NA
"hypothalamus-JM-1_DB916_N1","hypothalamus-JM-1",4822,2507,0.004355039,0.43550394,4,14
"hypothalamus-JM-1_DB1960_N1","hypothalamus-JM-1",5215,2577,0.007094919,0.70949185,0,0
"hypothalamus-JM-1_DB3774_N1","hypothalamus-JM-1",5911,2471,0.001184233,0.118423279,2,NA
"hypothalamus-JM-1_DB4084_N1","hypothalamus-JM-1",5381,2760,0.001115034,0.111503438,3,12
"hypothalamus-JM-1_DB6190_N1","hypothalamus-JM-1",2633,1517,0.006076719,0.607671857,4,8
"hypothalamus-JM-1_DB5387_N1","hypothalamus-JM-1",7491,3034,0.002402883,0.240288346,1,7
"hypothalamus-JM-1_DB694_N1","hypothalamus-JM-1",4800,2497,0.0025,0.25,3,7
"hypothalamus-JM-1_DB5007_N1","hypothalamus-JM-1",14544,4860,0.001306381,0.130638064,0,0
"hypothalamus-JM-1_DB3303_N1","hypothalamus-JM-1",3657,1825,0.005468964,0.546896363,2,NA
"hypothalamus-JM-1_DB2494_N1","hypothalamus-JM-1",6008,2644,0.001498003,0.149800266,1,6
"hypothalamus-JM-1_DB5422_N2","hypothalamus-JM-1",7211,2867,0.001802801,0.180280128,1,1
"hypothalamus-JM-1_DB5829_N1","hypothalamus-JM-1",11638,3979,0.004554047,0.455404709,7,2
"hypothalamus-JM-1_DB2892_N1","hypothalamus-JM-1",2559,1409,0.002344666,0.234466589,2,NA
"hypothalamus-JM-1_DB6755_N1","hypothalamus-JM-1",6045,2745,0.001488834,0.148883375,7,0
"hypothalamus-JM-1_DB679_N2","hypothalamus-JM-1",8816,3606,0.002268603,0.226860254,1,1
"hypothalamus-JM-1_DB2852_N1","hypothalamus-JM-1",4416,2130,0.002490942,0.249094203,1,5
"hypothalamus-JM-1_DB5915_N1","hypothalamus-JM-1",3603,1877,0.007771302,0.777130169,10,NA
"hypothalamus-JM-1_DB5739_N1","hypothalamus-JM-1",2619,1291,0.002290951,0.229095074,5,NA
"hypothalamus-JM-1_DB4287_N1","hypothalamus-JM-1",4555,2215,0.005708013,0.570801317,8,NA
"hypothalamus-JM-1_DB745_N1","hypothalamus-JM-1",14941,5117,0.001405528,0.140552841,0,2
"hypothalamus-JM-1_DB4868_N1","hypothalamus-JM-1",5402,2393,0.0011107,0.111069974,0,4
"hypothalamus-JM-1_DB2889_N1","hypothalamus-JM-1",4416,2267,0.001811594,0.18115942,0,1
"hypothalamus-JM-1_DB334_N2","hypothalamus-JM-1",8891,3587,0.001124733,0.112473288,7,0
"hypothalamus-JM-1_DB1211_N1","hypothalamus-JM-1",2592,1394,0.002314815,0.231481481,2,NA
"hypothalamus-JM-1_DB6113_N1","hypothalamus-JM-1",10083,3842,0.002677774,0.267777447,1,1
"hypothalamus-JM-1_DB768_N1","hypothalamus-JM-1",7783,3187,0.001284852,0.12848516,0,0
"hypothalamus-JM-1_DB724_N1","hypothalamus-JM-1",6300,2881,0.001746032,0.174603175,1,1
"hypothalamus-JM-1_DB2817_N1","hypothalamus-JM-1",9760,3836,0.001946721,0.194672131,1,0
"hypothalamus-JM-1_DB4913_N1","hypothalamus-JM-1",3515,1942,0.00113798,0.113798009,0,13
"hypothalamus-JM-1_DB3232_N1","hypothalamus-JM-1",3582,1695,0.001116695,0.111669458,5,NA
"hypothalamus-JM-1_DB1644_N1","hypothalamus-JM-1",6261,2664,0.001597189,0.159718895,0,7
"hypothalamus-JM-1_DB5989_N1","hypothalamus-JM-1",7124,3108,0.001403706,0.140370578,3,2
"hypothalamus-JM-1_DB639_N1","hypothalamus-JM-1",6813,2916,0.015558491,1.555849112,0,13
"hypothalamus-JM-1_DB3339_N2","hypothalamus-JM-1",15271,5252,0.017025735,1.702573505,3,2
"hypothalamus-JM-1_DB3273_N1","hypothalamus-JM-1",8490,3437,0.001413428,0.141342756,4,10
"hypothalamus-JM-1_DB5008_N1","hypothalamus-JM-1",12157,4053,0.001562886,0.156288558,7,0
"hypothalamus-JM-1_DB3199_N2","hypothalamus-JM-1",11387,4189,0.001141653,0.114165276,1,1
"hypothalamus-JM-1_DB716_N3","hypothalamus-JM-1",16787,5239,0.009650325,0.965032466,0,2
"hypothalamus-JM-1_DB5569_N1","hypothalamus-JM-1",6699,2748,0.004329004,0.432900433,0,1
"hypothalamus-JM-1_DB5629_N1","hypothalamus-JM-1",9778,4090,0.001636326,0.163632645,12,NA
"hypothalamus-JM-1_DB5492_N1","hypothalamus-JM-1",3008,1557,0.002659574,0.265957447,2,NA
"hypothalamus-JM-1_DB6135_N1","hypothalamus-JM-1",9634,3827,0.001245589,0.124558854,0,4
"hypothalamus-JM-1_DB1583_N1","hypothalamus-JM-1",3942,2044,0.002283105,0.228310502,0,3
"hypothalamus-JM-1_DB6489_N1","hypothalamus-JM-1",9694,3892,0.001237879,0.12378791,4,8
"hypothalamus-JM-1_DB191_N2","hypothalamus-JM-1",13642,4585,0.001759273,0.175927283,0,0
"hypothalamus-JM-1_DB163_N2","hypothalamus-JM-1",9717,3935,0.011114542,1.111454153,1,1
"hypothalamus-JM-1_DB5626_N1","hypothalamus-JM-1",5201,2251,0.001730436,0.173043645,0,4
"hypothalamus-JM-1_DB891_N1","hypothalamus-JM-1",8704,3649,0.003216912,0.321691176,4,14
"hypothalamus-JM-1_DB4421_N1","hypothalamus-JM-1",3724,2017,0.001342642,0.134264232,1,1
"hypothalamus-JM-1_DB6762_N1","hypothalamus-JM-1",3299,1687,0.002424977,0.242497727,8,NA
"hypothalamus-JM-1_DB6677_N1","hypothalamus-JM-1",5396,2627,0.001297257,0.129725723,7,9
"hypothalamus-JM-1_DB4703_N1","hypothalamus-JM-1",12116,4641,0.001238032,0.123803235,12,NA
"hypothalamus-JM-1_DB3409_N1","hypothalamus-JM-1",3447,1816,0.011604294,1.160429359,0,1
"hypothalamus-JM-1_DB2496_N1","hypothalamus-JM-1",2551,1435,0.003528028,0.352802822,8,NA
"hypothalamus-JM-1_DB3101_N1","hypothalamus-JM-1",3161,1684,0.001581778,0.158177792,4,10
"hypothalamus-JM-1_DB1978_N1","hypothalamus-JM-1",5067,2510,0.003157687,0.315768699,3,2
"hypothalamus-JM-1_DB3376_N1","hypothalamus-JM-1",3729,2105,0.002949853,0.294985251,0,1
"hypothalamus-JM-1_DB4765_N1","hypothalamus-JM-1",3255,1783,0.003379416,0.337941628,1,7
"hypothalamus-JM-1_DB4340_N1","hypothalamus-JM-1",4817,2693,0.004982354,0.498235416,13,NA
"hypothalamus-JM-1_DB2125_N1","hypothalamus-JM-1",9216,3565,0.006944444,0.694444444,0,4
"hypothalamus-JM-1_DB3535_N1","hypothalamus-JM-1",4376,2183,0.001142596,0.114259598,1,6
"hypothalamus-JM-1_DB4650_N1","hypothalamus-JM-1",5935,2798,0.001010952,0.101095198,3,3
"hypothalamus-JM-1_DB3213_N1","hypothalamus-JM-1",8319,3797,0.009977161,0.997716072,4,10
"hypothalamus-JM-1_DB1403_N1","hypothalamus-JM-1",6725,3055,0.003271375,0.327137546,4,14
"hypothalamus-JM-1_DB1313_N2","hypothalamus-JM-1",8016,3147,0.001247505,0.124750499,7,0
"hypothalamus-JM-1_DB3482_N1","hypothalamus-JM-1",2944,1567,0.00169837,0.169836957,2,NA
"hypothalamus-JM-1_DB2278_N1","hypothalamus-JM-1",8497,3455,0.003530658,0.353065788,0,0
"hypothalamus-JM-1_DB3177_N1","hypothalamus-JM-1",3919,2051,0.004337841,0.433784129,0,0
"hypothalamus-JM-1_DB2760_N1","hypothalamus-JM-1",4182,2109,0.008608321,0.860832138,0,0
"hypothalamus-JM-1_DB5186_N1","hypothalamus-JM-1",2772,1478,0.003246753,0.324675325,13,NA
"hypothalamus-JM-1_DB3075_N1","hypothalamus-JM-1",7811,3394,0.001024197,0.102419665,1,1
"hypothalamus-JM-1_DB3215_N1","hypothalamus-JM-1",3201,1613,0.001874414,0.187441425,2,NA
"hypothalamus-JM-1_DB383_N1","hypothalamus-JM-1",7601,3200,0.001184055,0.118405473,1,1
"hypothalamus-JM-1_DB4679_N2","hypothalamus-JM-1",7904,3478,0.002403846,0.240384615,1,2
"hypothalamus-JM-1_DB5164_N1","hypothalamus-JM-1",5835,2546,0.001199657,0.119965724,1,6
"hypothalamus-JM-1_DB6000_N1","hypothalamus-JM-1",10010,4047,0.001198801,0.11988012,1,1
"hypothalamus-JM-1_DB1267_N1","hypothalamus-JM-1",4787,2482,0.002506789,0.250678922,12,NA
"hypothalamus-JM-1_DB3052_N1","hypothalamus-JM-1",7091,3152,0.001692286,0.1692286,0,0
"hypothalamus-JM-1_DB3414_N1","hypothalamus-JM-1",4008,2002,0.002245509,0.224550898,4,14
"hypothalamus-JM-1_DB3061_N1","hypothalamus-JM-1",6787,2881,0.001473405,0.147340504,0,2
"hypothalamus-JM-1_DB3416_N1","hypothalamus-JM-1",2578,1426,0.00155159,0.155159038,2,NA
"hypothalamus-JM-1_DB6862_N1","hypothalamus-JM-1",9416,3742,0.001168224,0.11682243,1,1
"hypothalamus-JM-1_DB3717_N1","hypothalamus-JM-1",13812,4899,0.002099624,0.209962352,0,0
"hypothalamus-JM-1_DB5661_N1","hypothalamus-JM-1",7671,3197,0.003389389,0.338938861,12,NA
"hypothalamus-JM-1_DB3742_N1","hypothalamus-JM-1",7282,3162,0.001647899,0.164789893,3,3
"hypothalamus-JM-1_DB3628_N1","hypothalamus-JM-1",5958,3162,0.034407519,3.44075193,8,NA
"hypothalamus-JM-1_DB6673_N1","hypothalamus-JM-1",13887,4823,0.001656225,0.165622525,1,6
"hypothalamus-JM-1_DB1008_N1","hypothalamus-JM-1",6941,3136,0.004610287,0.46102867,15,NA
"hypothalamus-JM-1_DB109_N2","hypothalamus-JM-1",10594,4198,0.001038324,0.103832358,1,1
"hypothalamus-JM-1_DB2182_N3","hypothalamus-JM-1",11167,4092,0.003492433,0.349243306,3,2
"hypothalamus-JM-1_DB1548_N1","hypothalamus-JM-1",5375,2403,0.002046512,0.204651163,1,1
"hypothalamus-JM-1_DB2023_N1","hypothalamus-JM-1",10400,3745,0.001730769,0.173076923,1,6
"hypothalamus-JM-1_DB5384_N1","hypothalamus-JM-1",4329,2289,0.001848002,0.184800185,0,0
"hypothalamus-JM-1_DB336_N1","hypothalamus-JM-1",5326,2640,0.002440856,0.244085618,1,4
"hypothalamus-JM-1_DB6471_N1","hypothalamus-JM-1",5172,2552,0.001740139,0.174013921,0,0
"hypothalamus-JM-1_DB1968_N2","hypothalamus-JM-1",5872,2619,0.016859673,1.685967302,2,NA
"hypothalamus-JM-1_DB3451_N1","hypothalamus-JM-1",3593,1875,0.002504871,0.250487058,0,4
"hypothalamus-JM-1_DB2434_N1","hypothalamus-JM-1",2918,1615,0.030157642,3.015764222,2,NA
"hypothalamus-JM-1_DB4653_N1","hypothalamus-JM-1",3567,1781,0.005606953,0.560695262,2,NA
"hypothalamus-JM-1_DB4168_N1","hypothalamus-JM-1",2464,1511,0.002435065,0.243506494,0,1
"hypothalamus-JM-1_DB3457_N1","hypothalamus-JM-1",9179,3360,0.002941497,0.29414969,1,1
"hypothalamus-JM-1_DB2112_N1","hypothalamus-JM-1",2830,1550,0.002826855,0.282685512,8,NA
"hypothalamus-JM-1_DB1035_N2","hypothalamus-JM-1",12202,5165,0.008195378,0.819537781,14,NA
"hypothalamus-JM-1_DB6772_N1","hypothalamus-JM-1",6345,2995,0.001891253,0.189125296,0,4
"hypothalamus-JM-1_DB1910_N1","hypothalamus-JM-1",7604,3410,0.018279853,1.827985271,12,NA
"hypothalamus-JM-1_DB6047_N1","hypothalamus-JM-1",4592,2190,0.00108885,0.108885017,1,7
"hypothalamus-JM-1_DB4789_N1","hypothalamus-JM-1",6495,2979,0.001231717,0.123171671,1,1
"hypothalamus-JM-1_DB3400_N1","hypothalamus-JM-1",8187,3496,0.001221449,0.122144864,1,4
"hypothalamus-JM-1_DB2653_N2","hypothalamus-JM-1",15216,5248,0.001182965,0.11829653,12,NA
"hypothalamus-JM-1_DB1179_N1","hypothalamus-JM-1",9688,4059,0.001961189,0.19611891,3,12
"hypothalamus-JM-1_DB6794_N1","hypothalamus-JM-1",5725,2579,0.001572052,0.15720524,8,NA
"hypothalamus-JM-1_DB494_N1","hypothalamus-JM-1",4955,2283,0.001614531,0.161453078,2,NA
"hypothalamus-JM-1_DB1253_N1","hypothalamus-JM-1",6580,3021,0.001823708,0.182370821,1,6
"hypothalamus-JM-1_DB1669_N1","hypothalamus-JM-1",6346,3007,0.002521273,0.252127324,0,4
"hypothalamus-JM-1_DB2550_N1","hypothalamus-JM-1",3247,1746,0.003695719,0.369571913,8,NA
"hypothalamus-JM-1_DB3051_N1","hypothalamus-JM-1",7392,3206,0.001893939,0.189393939,3,12
"hypothalamus-JM-1_DB5854_N1","hypothalamus-JM-1",6982,3111,0.005585792,0.558579204,0,0
"hypothalamus-JM-1_DB3433_N1","hypothalamus-JM-1",2898,1622,0.001380262,0.138026225,3,3
"hypothalamus-JM-1_DB1031_N1","hypothalamus-JM-1",3011,1684,0.029890402,2.989040186,6,NA
"hypothalamus-JM-1_DB1927_N1","hypothalamus-JM-1",3921,2079,0.010711553,1.071155318,1,0
"hypothalamus-JM-1_DB433_N1","hypothalamus-JM-1",5924,2799,0.001688049,0.168804862,0,1
"hypothalamus-JM-1_DB6056_N1","hypothalamus-JM-1",3767,1863,0.001592779,0.15927794,0,9
"hypothalamus-JM-1_DB4045_N1","hypothalamus-JM-1",2859,1469,0.002448409,0.244840853,2,NA
"hypothalamus-JM-1_DB3712_N2","hypothalamus-JM-1",9148,3587,0.001202449,0.120244862,1,4
"hypothalamus-JM-1_DB641_N2","hypothalamus-JM-1",5847,2682,0.001710279,0.171027878,3,3
"hypothalamus-JM-1_DB6551_N1","hypothalamus-JM-1",3530,2078,0.002266289,0.226628895,1,4
"hypothalamus-JM-1_DB5758_N1","hypothalamus-JM-1",6363,2693,0.00110011,0.110011001,0,0
"hypothalamus-JM-1_DB2574_N1","hypothalamus-JM-1",12150,4880,0.003868313,0.386831276,4,8
"hypothalamus-JM-1_DB6313_N1","hypothalamus-JM-1",2957,1642,0.004058167,0.405816706,8,NA
"hypothalamus-JM-1_DB3674_N1","hypothalamus-JM-1",10771,4138,0.001206945,0.120694457,0,0
"hypothalamus-JM-1_DB4517_N1","hypothalamus-JM-1",4671,2454,0.006636694,0.66366945,0,2
"hypothalamus-JM-1_DB4713_N1","hypothalamus-JM-1",3416,1937,0.0029274,0.292740047,0,0
"hypothalamus-JM-1_DB5430_N1","hypothalamus-JM-1",10224,3916,0.002053991,0.205399061,1,1
"hypothalamus-JM-1_DB2116_N1","hypothalamus-JM-1",3122,1630,0.00256246,0.256245996,2,NA
"hypothalamus-JM-1_DB5683_N1","hypothalamus-JM-1",4296,2063,0.001862197,0.186219739,8,NA
"hypothalamus-JM-1_DB2364_N1","hypothalamus-JM-1",5436,2683,0.001287712,0.128771155,9,NA
"hypothalamus-JM-1_DB6089_N1","hypothalamus-JM-1",12819,4813,0.001170138,0.117013808,12,NA
"hypothalamus-JM-1_DB3737_N1","hypothalamus-JM-1",4296,2273,0.001163873,0.116387337,3,9
"hypothalamus-JM-1_DB4885_N1","hypothalamus-JM-1",6305,2892,0.001744647,0.174464711,0,0
"hypothalamus-JM-1_DB965_N1","hypothalamus-JM-1",3575,1952,0.006153846,0.615384615,0,0
"hypothalamus-JM-1_DB1226_N1","hypothalamus-JM-1",3082,1599,0.003893576,0.38935756,8,NA
"hypothalamus-JM-1_DB5053_N1","hypothalamus-JM-1",4600,2386,0.002391304,0.239130435,1,7
"hypothalamus-JM-1_DB62_N1","hypothalamus-JM-1",3947,2032,0.002026856,0.202685584,8,NA
"hypothalamus-JM-1_DB5192_N1","hypothalamus-JM-1",14810,5663,0.005536799,0.553679946,10,NA
"hypothalamus-JM-1_DB4591_N1","hypothalamus-JM-1",2974,1512,0.002353732,0.235373235,2,NA
"hypothalamus-JM-1_DB6177_N1","hypothalamus-JM-1",6740,2940,0.003560831,0.356083086,1,1
"hypothalamus-JM-1_DB6418_N1","hypothalamus-JM-1",6850,2886,0.004233577,0.423357664,7,2
"hypothalamus-JM-1_DB1593_N1","hypothalamus-JM-1",9104,3444,0.001098418,0.109841828,7,0
"hypothalamus-JM-1_DB4620_N1","hypothalamus-JM-1",6190,2921,0.002100162,0.210016155,3,2
"hypothalamus-JM-1_DB1713_N1","hypothalamus-JM-1",7634,3511,0.015457165,1.545716531,6,NA
"hypothalamus-JM-1_DB82_N1","hypothalamus-JM-1",3579,1938,0.001397038,0.139703828,3,12
"hypothalamus-JM-1_DB5696_N1","hypothalamus-JM-1",5530,2584,0.001265823,0.126582278,9,NA
"hypothalamus-JM-1_DB6613_N1","hypothalamus-JM-1",3320,1559,0.014759036,1.475903614,5,NA
"hypothalamus-JM-1_DB840_N1","hypothalamus-JM-1",10135,3955,0.001381352,0.138135175,3,9
"hypothalamus-JM-1_DB2395_N1","hypothalamus-JM-1",6481,3108,0.002005863,0.200586329,3,3
"hypothalamus-JM-1_DB1692_N1","hypothalamus-JM-1",3782,1829,0.020888419,2.088841883,2,NA
"hypothalamus-JM-1_DB4743_N1","hypothalamus-JM-1",3320,1755,0.002710843,0.271084337,4,3
"hypothalamus-JM-1_DB2477_N1","hypothalamus-JM-1",3048,1584,0.002296588,0.229658793,0,1
"hypothalamus-JM-1_DB6453_N1","hypothalamus-JM-1",4497,2357,0.004225039,0.422503891,1,1
"hypothalamus-JM-1_DB6593_N1","hypothalamus-JM-1",8164,3336,0.001102401,0.110240078,0,4
"hypothalamus-JM-1_DB3228_N1","hypothalamus-JM-1",14196,4572,0.001056636,0.105663567,0,7
"hypothalamus-JM-1_DB6494_N1","hypothalamus-JM-1",3465,1832,0.001443001,0.144300144,0,2
"hypothalamus-JM-1_DB805_N1","hypothalamus-JM-1",3504,1801,0.003139269,0.313926941,8,NA
"hypothalamus-JM-1_DB5697_N1","hypothalamus-JM-1",7565,3218,0.001321877,0.132187707,3,3
"hypothalamus-JM-1_DB5142_N1","hypothalamus-JM-1",2566,1428,0.001948558,0.194855807,1,6
"hypothalamus-JM-1_DB2925_N1","hypothalamus-JM-1",2755,1697,0.001814882,0.181488203,4,10
"hypothalamus-JM-1_DB4207_N1","hypothalamus-JM-1",6942,3406,0.011235955,1.123595506,6,NA
"hypothalamus-JM-1_DB3636_N1","hypothalamus-JM-1",9457,3778,0.001268901,0.126890134,3,2
"hypothalamus-JM-1_DB6070_N1","hypothalamus-JM-1",8999,3676,0.001889099,0.188909879,3,9
"hypothalamus-JM-1_DB1821_N1","hypothalamus-JM-1",5661,2735,0.028793499,2.879349938,6,NA
"hypothalamus-JM-1_DB3940_N1","hypothalamus-JM-1",5420,2661,0.001107011,0.110701107,0,1
"hypothalamus-JM-1_DB5791_N1","hypothalamus-JM-1",3650,1615,0.006027397,0.602739726,2,NA
"hypothalamus-JM-1_DB1190_N1","hypothalamus-JM-1",2874,1622,0.001739736,0.173973556,0,7
"hypothalamus-JM-1_DB1246_N2","hypothalamus-JM-1",7316,3196,0.003280481,0.328048114,0,2
"hypothalamus-JM-1_DB4362_N1","hypothalamus-JM-1",4352,2308,0.003446691,0.344669118,0,3
"hypothalamus-JM-1_DB1501_N2","hypothalamus-JM-1",18033,5732,0.002051794,0.205179393,9,NA
"hypothalamus-JM-1_DB6520_N1","hypothalamus-JM-1",5196,2247,0.001732102,0.173210162,12,NA
"hypothalamus-JM-1_DB3538_N1","hypothalamus-JM-1",10445,4608,0.003733844,0.373384394,14,NA
"hypothalamus-JM-1_DB1618_N1","hypothalamus-JM-1",6398,2635,0.00140669,0.140668959,8,NA
"hypothalamus-JM-1_DB6255_N1","hypothalamus-JM-1",7356,3575,0.016856987,1.685698749,6,NA
"hypothalamus-JM-1_DB106_N1","hypothalamus-JM-1",7733,3368,0.001939739,0.193973878,10,NA
"hypothalamus-JM-1_DB6144_N1","hypothalamus-JM-1",5762,2574,0.001909059,0.190905935,9,NA
"hypothalamus-JM-1_DB4549_N1","hypothalamus-JM-1",3879,2162,0.003351379,0.335137922,0,3
"hypothalamus-JM-1_DB4861_N2","hypothalamus-JM-1",11084,4182,0.001623962,0.162396247,7,0
"hypothalamus-JM-1_DB2516_N1","hypothalamus-JM-1",2758,1370,0.001450326,0.145032632,2,NA
"hypothalamus-JM-1_DB5942_N1","hypothalamus-JM-1",6135,2934,0.001466993,0.146699267,0,6
"hypothalamus-JM-1_DB6078_N1","hypothalamus-JM-1",2734,1449,0.012070227,1.207022677,3,9
"hypothalamus-JM-1_DB4624_N1","hypothalamus-JM-1",4146,2095,0.054751568,5.475156778,2,NA
"hypothalamus-JM-1_DB2141_N1","hypothalamus-JM-1",5970,2544,0.001340034,0.13400335,3,9
"hypothalamus-JM-1_DB3347_N1","hypothalamus-JM-1",6226,2622,0.001124317,0.112431738,0,0
"hypothalamus-JM-1_DB1633_N1","hypothalamus-JM-1",5426,2990,0.00589753,0.589753041,14,NA
"hypothalamus-JM-1_DB1196_N1","hypothalamus-JM-1",11931,4395,0.002682089,0.268208868,0,13
"hypothalamus-JM-1_DB2890_N1","hypothalamus-JM-1",4452,2373,0.005615454,0.561545373,0,0
"hypothalamus-JM-1_DB6546_N1","hypothalamus-JM-1",5915,2670,0.00202874,0.202874049,1,6
"hypothalamus-JM-1_DB4486_N1","hypothalamus-JM-1",8453,3601,0.001774518,0.177451792,3,3
"hypothalamus-JM-1_DB584_N1","hypothalamus-JM-1",4251,2031,0.050341096,5.034109621,5,NA
"hypothalamus-JM-1_DB1958_N1","hypothalamus-JM-1",4465,2105,0.001119821,0.111982083,3,9
"hypothalamus-JM-1_DB6853_N1","hypothalamus-JM-1",6264,2720,0.001277139,0.127713921,0,0
"hypothalamus-JM-1_DB1677_N1","hypothalamus-JM-1",3600,2033,0.024444444,2.444444444,6,NA
"hypothalamus-JM-1_DB2267_N1","hypothalamus-JM-1",8183,3496,0.003666137,0.366613711,1,7
"hypothalamus-JM-1_DB5018_N1","hypothalamus-JM-1",2963,1571,0.002024975,0.202497469,2,NA
"hypothalamus-JM-1_DB684_N1","hypothalamus-JM-1",3882,1969,0.001545595,0.154559505,4,10
"hypothalamus-JM-1_DB1470_N1","hypothalamus-JM-1",9136,3513,0.001313485,0.131348511,7,0
"hypothalamus-JM-1_DB6209_N1","hypothalamus-JM-1",10149,4114,0.002069169,0.206916938,8,NA
"hypothalamus-JM-1_DB436_N1","hypothalamus-JM-1",2796,1384,0.003576538,0.357653791,5,NA
"hypothalamus-JM-1_DB3122_N1","hypothalamus-JM-1",7843,3383,0.002932551,0.293255132,1,4
"hypothalamus-JM-1_DB3997_N1","hypothalamus-JM-1",4110,2118,0.003406326,0.340632603,0,0
"hypothalamus-JM-1_DB309_N2","hypothalamus-JM-1",10694,4116,0.001215635,0.121563494,1,1
"hypothalamus-JM-1_DB1951_N2","hypothalamus-JM-1",7704,3409,0.002336449,0.23364486,1,5
"hypothalamus-JM-1_DB3561_N1","hypothalamus-JM-1",5642,2720,0.002126905,0.212690535,0,3
"hypothalamus-JM-1_DB6287_N1","hypothalamus-JM-1",2898,1552,0.017943409,1.794340925,10,NA
"hypothalamus-JM-1_DB3691_N2","hypothalamus-JM-1",10054,3965,0.001889795,0.188979511,3,3
"hypothalamus-JM-1_DB1082_N1","hypothalamus-JM-1",4993,2423,0.00500701,0.500700981,3,12
"hypothalamus-JM-1_DB4212_N2","hypothalamus-JM-1",8257,3314,0.002058859,0.205885915,1,6
"hypothalamus-JM-1_DB235_N1","hypothalamus-JM-1",3149,1620,0.001270245,0.127024452,2,NA
"hypothalamus-JM-1_DB5652_N1","hypothalamus-JM-1",13093,5050,0.001680287,0.168028718,1,1
"hypothalamus-JM-1_DB4429_N1","hypothalamus-JM-1",8745,3568,0.011663808,1.166380789,2,NA
"hypothalamus-JM-1_DB5470_N1","hypothalamus-JM-1",18193,6404,0.002143682,0.214368164,9,NA
"hypothalamus-JM-1_DB4541_N1","hypothalamus-JM-1",4661,2436,0.001930916,0.193091611,3,3
"hypothalamus-JM-1_DB2308_N1","hypothalamus-JM-1",5313,2459,0.001129305,0.112930548,1,0
"hypothalamus-JM-1_DB2326_N2","hypothalamus-JM-1",6913,3184,0.003905685,0.390568494,4,8
"hypothalamus-JM-1_DB2635_N1","hypothalamus-JM-1",7746,3225,0.001549187,0.154918668,0,2
"hypothalamus-JM-1_DB5400_N1","hypothalamus-JM-1",6906,2967,0.001013611,0.101361135,0,0
"hypothalamus-JM-1_DB5274_N1","hypothalamus-JM-1",7349,3189,0.001496802,0.149680229,1,4
"hypothalamus-JM-1_DB3028_N1","hypothalamus-JM-1",3068,1679,0.002281617,0.228161669,2,NA
"hypothalamus-JM-1_DB6341_N1","hypothalamus-JM-1",2808,1532,0.003561254,0.356125356,2,NA
"hypothalamus-JM-1_DB2139_N1","hypothalamus-JM-1",3770,1842,0.002917772,0.291777188,5,NA
"hypothalamus-JM-1_DB612_N1","hypothalamus-JM-1",5391,2690,0.003524393,0.352439251,0,2
