"name","orig.ident","nCount_RNA","nFeature_RNA","percent.mito","percent.mt","seurat_clusters","neuron_cluster"
"hypothalamus-JM-2_DB4346_N1","hypothalamus-JM-2",1336,849,0.00748503,0.748502994,4,3
"hypothalamus-JM-2_DB9582_N1","hypothalamus-JM-2",2928,1566,0.00307377,0.307377049,2,NA
"hypothalamus-JM-2_DB3111_N1","hypothalamus-JM-2",4108,2192,0.016066212,1.606621227,6,NA
"hypothalamus-JM-2_DB5378_N1","hypothalamus-JM-2",3928,2052,0.023167006,2.316700611,6,NA
"hypothalamus-JM-2_DB3481_N1","hypothalamus-JM-2",2339,1358,0.015818726,1.581872595,14,NA
"hypothalamus-JM-2_DB8932_N1","hypothalamus-JM-2",1733,970,0.001731102,0.173110214,2,NA
"hypothalamus-JM-2_DB1981_N1","hypothalamus-JM-2",1916,1080,0.003131524,0.313152401,2,NA
"hypothalamus-JM-2_DB1265_N1","hypothalamus-JM-2",1961,1131,0.003059663,0.305966344,2,NA
"hypothalamus-JM-2_DB4801_N1","hypothalamus-JM-2",1439,868,0.002779708,0.277970813,5,NA
"hypothalamus-JM-2_DB7958_N1","hypothalamus-JM-2",2846,1544,0.002108222,0.210822207,2,NA
"hypothalamus-JM-2_DB2399_N1","hypothalamus-JM-2",1626,883,0.003075031,0.307503075,10,NA
"hypothalamus-JM-2_DB6054_N1","hypothalamus-JM-2",1499,805,0.002668446,0.266844563,7,12
"hypothalamus-JM-2_DB8918_N1","hypothalamus-JM-2",3417,1675,0.008779631,0.877963126,8,NA
"hypothalamus-JM-2_DB8539_N1","hypothalamus-JM-2",3414,1788,0.001171646,0.117164616,8,NA
"hypothalamus-JM-2_DB3469_N1","hypothalamus-JM-2",8995,3646,0.001889939,0.188993885,7,0
"hypothalamus-JM-2_DB8750_N1","hypothalamus-JM-2",1848,809,0.006493506,0.649350649,3,13
"hypothalamus-JM-2_DB5729_N1","hypothalamus-JM-2",5347,2631,0.001496166,0.149616607,3,12
"hypothalamus-JM-2_DB8073_N1","hypothalamus-JM-2",5267,2208,0.002847921,0.284792102,3,3
"hypothalamus-JM-2_DB3332_N1","hypothalamus-JM-2",2061,1302,0.006307618,0.630761766,6,NA
"hypothalamus-JM-2_DB8206_N1","hypothalamus-JM-2",2156,1314,0.004638219,0.463821892,0,2
"hypothalamus-JM-2_DB4108_N1","hypothalamus-JM-2",3549,1826,0.003381234,0.338123415,1,5
"hypothalamus-JM-2_DB3149_N1","hypothalamus-JM-2",14192,5195,0.029875986,2.987598647,6,NA
"hypothalamus-JM-2_DB10380_N1","hypothalamus-JM-2",5158,2619,0.003877472,0.387747189,3,3
"hypothalamus-JM-2_DB4638_N1","hypothalamus-JM-2",6734,2870,0.001633502,0.163350163,0,0
"hypothalamus-JM-2_DB1744_N2","hypothalamus-JM-2",3570,1796,0.002521008,0.25210084,2,NA
"hypothalamus-JM-2_DB745_N1","hypothalamus-JM-2",5425,2669,0.001290323,0.129032258,0,0
"hypothalamus-JM-2_DB4792_N1","hypothalamus-JM-2",2435,1319,0.006160164,0.616016427,10,NA
"hypothalamus-JM-2_DB1686_N1","hypothalamus-JM-2",2809,1490,0.008543966,0.854396582,8,NA
"hypothalamus-JM-2_DB3016_N1","hypothalamus-JM-2",1571,915,0.013367282,1.336728199,2,NA
"hypothalamus-JM-2_DB8737_N1","hypothalamus-JM-2",2474,1292,0.00323363,0.323362975,0,2
"hypothalamus-JM-2_DB4872_N1","hypothalamus-JM-2",2718,1494,0.008462104,0.846210449,14,NA
"hypothalamus-JM-2_DB5278_N1","hypothalamus-JM-2",1282,763,0.004680187,0.468018721,13,NA
"hypothalamus-JM-2_DB9132_N1","hypothalamus-JM-2",2143,1185,0.001866542,0.186654223,0,4
"hypothalamus-JM-2_DB2712_N1","hypothalamus-JM-2",1367,750,0.016093636,1.60936357,2,NA
"hypothalamus-JM-2_DB2803_N1","hypothalamus-JM-2",4323,2107,0.003469813,0.346981263,0,2
"hypothalamus-JM-2_DB9997_N1","hypothalamus-JM-2",4542,2215,0.001100837,0.110083664,0,0
"hypothalamus-JM-2_DB3527_N1","hypothalamus-JM-2",1735,982,0.008645533,0.864553314,2,NA
"hypothalamus-JM-2_DB8879_N1","hypothalamus-JM-2",1268,535,0.003154574,0.315457413,3,3
"hypothalamus-JM-2_DB5393_N1","hypothalamus-JM-2",5633,2623,0.001242677,0.124267708,0,0
"hypothalamus-JM-2_DB585_N1","hypothalamus-JM-2",2426,1363,0.004534213,0.45342127,13,NA
"hypothalamus-JM-2_DB10231_N1","hypothalamus-JM-2",1701,909,0.001175779,0.117577895,2,NA
"hypothalamus-JM-2_DB2444_N1","hypothalamus-JM-2",3689,1619,0.012198428,1.219842776,5,NA
"hypothalamus-JM-2_DB2875_N1","hypothalamus-JM-2",2223,1290,0.004048583,0.4048583,4,10
"hypothalamus-JM-2_DB4271_N1","hypothalamus-JM-2",1822,1037,0.004939627,0.493962678,2,NA
"hypothalamus-JM-2_DB7035_N1","hypothalamus-JM-2",4081,2175,0.003430532,0.343053173,0,0
"hypothalamus-JM-2_DB2050_N1","hypothalamus-JM-2",2343,1282,0.002987623,0.298762271,2,NA
"hypothalamus-JM-2_DB9097_N1","hypothalamus-JM-2",1738,1046,0.002301496,0.230149597,2,NA
"hypothalamus-JM-2_DB7402_N1","hypothalamus-JM-2",2562,1375,0.00117096,0.117096019,5,NA
"hypothalamus-JM-2_DB7389_N1","hypothalamus-JM-2",2507,1286,0.002792182,0.279218189,5,NA
"hypothalamus-JM-2_DB4805_N1","hypothalamus-JM-2",2464,1306,0.001623377,0.162337662,2,NA
"hypothalamus-JM-2_DB6491_N1","hypothalamus-JM-2",3664,1985,0.003275109,0.327510917,8,NA
"hypothalamus-JM-2_DB9398_N1","hypothalamus-JM-2",1423,882,0.002810963,0.281096275,2,NA
"hypothalamus-JM-2_DB2948_N1","hypothalamus-JM-2",2900,1689,0.011724138,1.172413793,6,NA
"hypothalamus-JM-2_DB8724_N1","hypothalamus-JM-2",3366,1828,0.012774807,1.277480689,8,NA
"hypothalamus-JM-2_DB355_N2","hypothalamus-JM-2",3622,2029,0.002208724,0.220872446,4,10
"hypothalamus-JM-2_DB5652_N1","hypothalamus-JM-2",1412,991,0.027620397,2.76203966,6,NA
"hypothalamus-JM-2_DB4440_N1","hypothalamus-JM-2",1639,972,0.002440513,0.244051251,2,NA
"hypothalamus-JM-2_DB7124_N1","hypothalamus-JM-2",2161,1220,0.001388246,0.138824618,2,NA
"hypothalamus-JM-2_DB4521_N1","hypothalamus-JM-2",3543,2035,0.001128987,0.112898673,0,2
"hypothalamus-JM-2_DB4458_N1","hypothalamus-JM-2",2519,1542,0.020246129,2.024612942,6,NA
"hypothalamus-JM-2_DB8259_N1","hypothalamus-JM-2",3693,1903,0.004874086,0.487408611,11,11
"hypothalamus-JM-2_DB7066_N1","hypothalamus-JM-2",4336,2203,0.004612546,0.461254613,1,1
"hypothalamus-JM-2_DB5654_N1","hypothalamus-JM-2",3787,1931,0.003432796,0.343279641,0,2
"hypothalamus-JM-2_DB9470_N1","hypothalamus-JM-2",1455,917,0.005498282,0.549828179,8,NA
"hypothalamus-JM-2_DB3615_N1","hypothalamus-JM-2",2018,1104,0.00148662,0.148662042,13,NA
"hypothalamus-JM-2_DB1259_N2","hypothalamus-JM-2",4924,2282,0.001624695,0.162469537,11,11
"hypothalamus-JM-2_DB1821_N1","hypothalamus-JM-2",2355,1483,0.001273885,0.127388535,0,4
"hypothalamus-JM-2_DB6292_N1","hypothalamus-JM-2",4759,2187,0.001050641,0.105064089,1,1
"hypothalamus-JM-2_DB10081_N1","hypothalamus-JM-2",1447,812,0.00552868,0.552868003,5,NA
"hypothalamus-JM-2_DB7006_N1","hypothalamus-JM-2",4902,2430,0.001427989,0.142798858,0,13
"hypothalamus-JM-2_DB239_N1","hypothalamus-JM-2",2182,1252,0.008249313,0.824931256,2,NA
"hypothalamus-JM-2_DB1224_N1","hypothalamus-JM-2",1629,1016,0.003069368,0.306936771,2,NA
"hypothalamus-JM-2_DB10615_N1","hypothalamus-JM-2",2213,1154,0.004066878,0.406687754,10,NA
"hypothalamus-JM-2_DB3176_N1","hypothalamus-JM-2",5253,2268,0.003236246,0.323624595,0,2
"hypothalamus-JM-2_DB9130_N1","hypothalamus-JM-2",1258,766,0.012718601,1.271860095,0,4
"hypothalamus-JM-2_DB4289_N1","hypothalamus-JM-2",1729,1019,0.002313476,0.2313476,8,NA
"hypothalamus-JM-2_DB10290_N1","hypothalamus-JM-2",4027,2178,0.001241619,0.124161907,11,11
"hypothalamus-JM-2_DB7831_N1","hypothalamus-JM-2",2239,1325,0.001339884,0.133988388,8,NA
"hypothalamus-JM-2_DB4151_N1","hypothalamus-JM-2",1434,823,0.00488145,0.488145049,2,NA
"hypothalamus-JM-2_DB9671_N1","hypothalamus-JM-2",4966,2565,0.001610954,0.161095449,0,2
"hypothalamus-JM-2_DB2901_N1","hypothalamus-JM-2",7050,2934,0.002269504,0.226950355,0,4
"hypothalamus-JM-2_DB8810_N1","hypothalamus-JM-2",1392,809,0.003591954,0.359195402,2,NA
"hypothalamus-JM-2_DB9917_N1","hypothalamus-JM-2",2529,1369,0.003954132,0.395413207,10,NA
"hypothalamus-JM-2_DB1823_N1","hypothalamus-JM-2",1433,864,0.001395673,0.139567341,8,NA
"hypothalamus-JM-2_DB1473_N1","hypothalamus-JM-2",4433,2083,0.001353485,0.135348522,0,0
"hypothalamus-JM-2_DB153_N1","hypothalamus-JM-2",1461,894,0.009582478,0.958247775,10,NA
"hypothalamus-JM-2_DB8789_N1","hypothalamus-JM-2",3372,1793,0.004448399,0.444839858,0,7
"hypothalamus-JM-2_DB5638_N1","hypothalamus-JM-2",1990,1117,0.00201005,0.201005025,4,8
"hypothalamus-JM-2_DB3893_N1","hypothalamus-JM-2",2420,1312,0.002479339,0.247933884,2,NA
"hypothalamus-JM-2_DB2397_N1","hypothalamus-JM-2",1462,851,0.004787962,0.47879617,2,NA
"hypothalamus-JM-2_DB1880_N1","hypothalamus-JM-2",3270,1878,0.003669725,0.366972477,3,3
"hypothalamus-JM-2_DB509_N1","hypothalamus-JM-2",6004,2985,0.002998001,0.299800133,1,1
"hypothalamus-JM-2_DB5262_N1","hypothalamus-JM-2",5120,2382,0.008398438,0.83984375,11,11
"hypothalamus-JM-2_DB4897_N1","hypothalamus-JM-2",4686,2370,0.001493811,0.149381135,3,9
"hypothalamus-JM-2_DB8686_N1","hypothalamus-JM-2",5618,2688,0.002135991,0.213599146,3,9
"hypothalamus-JM-2_DB9661_N1","hypothalamus-JM-2",1609,886,0.001864512,0.186451212,2,NA
"hypothalamus-JM-2_DB1771_N1","hypothalamus-JM-2",1614,948,0.003717472,0.371747212,0,0
"hypothalamus-JM-2_DB754_N1","hypothalamus-JM-2",5662,2521,0.002472625,0.247262451,3,3
"hypothalamus-JM-2_DB3092_N1","hypothalamus-JM-2",9452,3686,0.011637749,1.163774862,0,0
"hypothalamus-JM-2_DB1442_N1","hypothalamus-JM-2",3734,1944,0.001874665,0.187466524,0,0
"hypothalamus-JM-2_DB6739_N1","hypothalamus-JM-2",2299,1433,0.01000435,1.000434972,6,NA
"hypothalamus-JM-2_DB1831_N1","hypothalamus-JM-2",2512,1413,0.00955414,0.955414013,2,NA
"hypothalamus-JM-2_DB4172_N1","hypothalamus-JM-2",2596,1426,0.005007704,0.500770416,0,13
"hypothalamus-JM-2_DB5184_N1","hypothalamus-JM-2",1591,890,0.004399749,0.439974859,3,10
"hypothalamus-JM-2_DB8874_N1","hypothalamus-JM-2",2295,1256,0.003921569,0.392156863,2,NA
"hypothalamus-JM-2_DB5576_N1","hypothalamus-JM-2",2822,1471,0.003189227,0.31892275,0,6
"hypothalamus-JM-2_DB10703_N1","hypothalamus-JM-2",5436,2520,0.002759382,0.27593819,4,10
"hypothalamus-JM-2_DB3677_N1","hypothalamus-JM-2",1463,825,0.003417635,0.3417635,2,NA
"hypothalamus-JM-2_DB2603_N1","hypothalamus-JM-2",3003,1576,0.001665002,0.166500167,2,NA
"hypothalamus-JM-2_DB10496_N1","hypothalamus-JM-2",2099,1127,0.027632206,2.763220581,2,NA
"hypothalamus-JM-2_DB9965_N1","hypothalamus-JM-2",1606,876,0.00124533,0.124533001,2,NA
"hypothalamus-JM-2_DB10636_N1","hypothalamus-JM-2",4826,2326,0.009946125,0.994612516,3,3
"hypothalamus-JM-2_DB5738_N1","hypothalamus-JM-2",1669,923,0.001198322,0.119832235,14,NA
"hypothalamus-JM-2_DB9694_N1","hypothalamus-JM-2",1558,928,0.003851091,0.385109114,13,NA
"hypothalamus-JM-2_DB9970_N1","hypothalamus-JM-2",2351,1278,0.003828158,0.382815823,3,10
"hypothalamus-JM-2_DB2727_N1","hypothalamus-JM-2",2026,1110,0.004935834,0.493583416,2,NA
"hypothalamus-JM-2_DB9328_N1","hypothalamus-JM-2",3718,1795,0.003496503,0.34965035,1,6
"hypothalamus-JM-2_DB2593_N1","hypothalamus-JM-2",1282,779,0.003900156,0.390015601,5,NA
"hypothalamus-JM-2_DB5403_N1","hypothalamus-JM-2",6728,2792,0.001783591,0.178359096,1,5
"hypothalamus-JM-2_DB8028_N1","hypothalamus-JM-2",1723,1023,0.030760302,3.07603018,8,NA
"hypothalamus-JM-2_DB9547_N1","hypothalamus-JM-2",2648,1429,0.002265861,0.226586103,10,NA
"hypothalamus-JM-2_DB1434_N1","hypothalamus-JM-2",6233,2858,0.002406546,0.24065458,3,9
"hypothalamus-JM-2_DB4482_N1","hypothalamus-JM-2",2365,1460,0.003805497,0.380549683,8,NA
"hypothalamus-JM-2_DB3612_N1","hypothalamus-JM-2",4698,2369,0.043209877,4.320987654,2,NA
"hypothalamus-JM-2_DB7353_N1","hypothalamus-JM-2",2991,1726,0.001337345,0.133734537,1,6
"hypothalamus-JM-2_DB9285_N1","hypothalamus-JM-2",1443,892,0.021483021,2.148302148,4,8
"hypothalamus-JM-2_DB4743_N1","hypothalamus-JM-2",3339,1977,0.002395927,0.239592692,14,NA
"hypothalamus-JM-2_DB6621_N1","hypothalamus-JM-2",4352,2319,0.001608456,0.160845588,0,2
"hypothalamus-JM-2_DB8754_N1","hypothalamus-JM-2",2578,1282,0.008533747,0.853374709,5,NA
"hypothalamus-JM-2_DB5992_N1","hypothalamus-JM-2",3618,1876,0.001658375,0.165837479,0,7
"hypothalamus-JM-2_DB2873_N1","hypothalamus-JM-2",4364,2129,0.001833181,0.183318057,0,9
"hypothalamus-JM-2_DB3333_N1","hypothalamus-JM-2",1312,755,0.003810976,0.381097561,2,NA
"hypothalamus-JM-2_DB3384_N1","hypothalamus-JM-2",2495,1408,0.051703407,5.170340681,2,NA
"hypothalamus-JM-2_DB3560_N1","hypothalamus-JM-2",5837,2656,0.002569813,0.256981326,0,0
"hypothalamus-JM-2_DB685_N1","hypothalamus-JM-2",2842,1496,0.002463054,0.246305419,2,NA
"hypothalamus-JM-2_DB6137_N1","hypothalamus-JM-2",2052,1162,0.006335283,0.633528265,4,8
"hypothalamus-JM-2_DB7170_N1","hypothalamus-JM-2",2202,1325,0.005449591,0.544959128,8,NA
"hypothalamus-JM-2_DB7114_N1","hypothalamus-JM-2",2363,1278,0.003808718,0.380871773,0,0
"hypothalamus-JM-2_DB8944_N1","hypothalamus-JM-2",5961,2733,0.001006543,0.100654253,1,7
"hypothalamus-JM-2_DB9786_N1","hypothalamus-JM-2",1655,969,0.002416918,0.241691843,2,NA
"hypothalamus-JM-2_DB8773_N1","hypothalamus-JM-2",1948,1076,0.002566735,0.256673511,3,3
"hypothalamus-JM-2_DB1681_N1","hypothalamus-JM-2",4225,2284,0.016094675,1.609467456,6,NA
"hypothalamus-JM-2_DB7821_N1","hypothalamus-JM-2",2138,1290,0.006548176,0.654817587,2,NA
"hypothalamus-JM-2_DB9670_N1","hypothalamus-JM-2",1658,1014,0.006031363,0.603136309,8,NA
"hypothalamus-JM-2_DB60_N1","hypothalamus-JM-2",4610,2374,0.002819957,0.281995662,1,6
"hypothalamus-JM-2_DB7270_N1","hypothalamus-JM-2",3045,1737,0.037766831,3.776683087,6,NA
"hypothalamus-JM-2_DB3088_N2","hypothalamus-JM-2",3154,1595,0.00412175,0.412175016,2,NA
"hypothalamus-JM-2_DB4250_N1","hypothalamus-JM-2",4248,2084,0.001412429,0.141242938,0,0
"hypothalamus-JM-2_DB8966_N1","hypothalamus-JM-2",1672,1033,0.019138756,1.913875598,11,11
"hypothalamus-JM-2_DB10086_N1","hypothalamus-JM-2",1871,1157,0.002137894,0.213789417,2,NA
"hypothalamus-JM-2_DB2594_N1","hypothalamus-JM-2",3871,1952,0.001549987,0.154998708,0,0
"hypothalamus-JM-2_DB1391_N1","hypothalamus-JM-2",1652,1020,0.004842615,0.484261501,8,NA
"hypothalamus-JM-2_DB1969_N1","hypothalamus-JM-2",1403,874,0.011404134,1.1404134,10,NA
"hypothalamus-JM-2_DB1133_N1","hypothalamus-JM-2",1639,873,0.001220256,0.122025625,2,NA
"hypothalamus-JM-2_DB7038_N1","hypothalamus-JM-2",4043,1786,0.001484047,0.14840465,3,3
"hypothalamus-JM-2_DB8393_N1","hypothalamus-JM-2",5757,2113,0.001389613,0.138961265,8,NA
"hypothalamus-JM-2_DB6033_N1","hypothalamus-JM-2",3004,1459,0.001331558,0.133155792,7,0
"hypothalamus-JM-2_DB3563_N2","hypothalamus-JM-2",8735,3408,0.00114482,0.114481969,0,0
"hypothalamus-JM-2_DB6944_N1","hypothalamus-JM-2",1582,907,0.001896334,0.189633375,2,NA
"hypothalamus-JM-2_DB201_N1","hypothalamus-JM-2",1780,1134,0.002247191,0.224719101,8,NA
"hypothalamus-JM-2_DB7068_N1","hypothalamus-JM-2",1628,966,0.004914005,0.491400491,1,7
"hypothalamus-JM-2_DB8785_N1","hypothalamus-JM-2",4647,2476,0.002151926,0.215192597,0,3
"hypothalamus-JM-2_DB1908_N1","hypothalamus-JM-2",5588,2661,0.001610594,0.161059413,4,14
"hypothalamus-JM-2_DB8571_N1","hypothalamus-JM-2",2591,1331,0.006947125,0.694712466,2,NA
"hypothalamus-JM-2_DB10103_N1","hypothalamus-JM-2",1808,985,0.001659292,0.165929204,5,NA
"hypothalamus-JM-2_DB2036_N1","hypothalamus-JM-2",2675,1578,0.003738318,0.373831776,8,NA
"hypothalamus-JM-2_DB7755_N1","hypothalamus-JM-2",2436,1277,0.002052545,0.205254516,2,NA
"hypothalamus-JM-2_DB4599_N1","hypothalamus-JM-2",1339,823,0.00746826,0.74682599,10,NA
"hypothalamus-JM-2_DB10098_N1","hypothalamus-JM-2",2069,1486,0.006766554,0.676655389,10,NA
"hypothalamus-JM-2_DB846_N1","hypothalamus-JM-2",2244,1459,0.001782531,0.178253119,0,2
"hypothalamus-JM-2_DB8467_N2","hypothalamus-JM-2",2974,1451,0.003362475,0.336247478,5,NA
"hypothalamus-JM-2_DB259_N1","hypothalamus-JM-2",7304,2980,0.002190581,0.21905805,3,13
"hypothalamus-JM-2_DB3935_N1","hypothalamus-JM-2",3832,1920,0.066544885,6.654488518,4,14
"hypothalamus-JM-2_DB1360_N1","hypothalamus-JM-2",1859,1148,0.004303389,0.430338892,2,NA
"hypothalamus-JM-2_DB4053_N1","hypothalamus-JM-2",3002,1590,0.006329114,0.632911392,11,11
"hypothalamus-JM-2_DB1730_N1","hypothalamus-JM-2",1765,1137,0.001133144,0.113314448,8,NA
"hypothalamus-JM-2_DB1414_N1","hypothalamus-JM-2",5347,2634,0.001683187,0.168318683,0,0
"hypothalamus-JM-2_DB241_N1","hypothalamus-JM-2",4363,2315,0.005730002,0.573000229,0,7
"hypothalamus-JM-2_DB6335_N1","hypothalamus-JM-2",4656,2408,0.004080756,0.408075601,3,13
"hypothalamus-JM-2_DB7915_N1","hypothalamus-JM-2",1415,919,0.002826855,0.282685512,8,NA
"hypothalamus-JM-2_DB6074_N1","hypothalamus-JM-2",3486,1749,0.004589788,0.458978772,0,0
"hypothalamus-JM-2_DB2296_N1","hypothalamus-JM-2",6659,2888,0.001051209,0.105120889,0,0
"hypothalamus-JM-2_DB7916_N1","hypothalamus-JM-2",1997,1186,0.00450676,0.450676014,2,NA
"hypothalamus-JM-2_DB759_N1","hypothalamus-JM-2",4960,2508,0.002419355,0.241935484,1,1
"hypothalamus-JM-2_DB4862_N1","hypothalamus-JM-2",2941,1614,0.005440326,0.544032642,8,NA
"hypothalamus-JM-2_DB4051_N1","hypothalamus-JM-2",6907,2997,0.001447807,0.144780657,4,16
"hypothalamus-JM-2_DB8039_N1","hypothalamus-JM-2",5572,2905,0.001794688,0.179468772,12,NA
"hypothalamus-JM-2_DB10549_N1","hypothalamus-JM-2",1871,1164,0.00748263,0.748262961,4,8
"hypothalamus-JM-2_DB852_N1","hypothalamus-JM-2",1932,1147,0.002070393,0.207039337,4,10
"hypothalamus-JM-2_DB3336_N1","hypothalamus-JM-2",1946,1129,0.003597122,0.35971223,2,NA
"hypothalamus-JM-2_DB4692_N1","hypothalamus-JM-2",1468,876,0.019754768,1.975476839,2,NA
"hypothalamus-JM-2_DB4315_N1","hypothalamus-JM-2",4714,2295,0.00106067,0.106067034,3,3
"hypothalamus-JM-2_DB2845_N1","hypothalamus-JM-2",2592,1372,0.00462963,0.462962963,0,4
"hypothalamus-JM-2_DB8781_N1","hypothalamus-JM-2",2769,1489,0.00288913,0.288912965,2,NA
"hypothalamus-JM-2_DB8694_N1","hypothalamus-JM-2",3375,1803,0.003259259,0.325925926,11,11
"hypothalamus-JM-2_DB3245_N1","hypothalamus-JM-2",2855,1633,0.001751313,0.175131349,0,0
"hypothalamus-JM-2_DB4330_N1","hypothalamus-JM-2",2465,1436,0.049492901,4.949290061,13,NA
"hypothalamus-JM-2_DB9198_N1","hypothalamus-JM-2",3197,1653,0.001563966,0.156396622,0,0
"hypothalamus-JM-2_DB10178_N1","hypothalamus-JM-2",1560,878,0.003846154,0.384615385,5,NA
"hypothalamus-JM-2_DB6597_N1","hypothalamus-JM-2",3267,1656,0.003673095,0.367309458,8,NA
"hypothalamus-JM-2_DB2318_N2","hypothalamus-JM-2",5176,2531,0.025888717,2.588871716,6,NA
"hypothalamus-JM-2_DB8894_N1","hypothalamus-JM-2",3053,1690,0.0049132,0.491320013,2,NA
"hypothalamus-JM-2_DB445_N1","hypothalamus-JM-2",3129,1708,0.002876318,0.287631831,13,NA
"hypothalamus-JM-2_DB1950_N1","hypothalamus-JM-2",2276,1185,0.001318102,0.131810193,2,NA
"hypothalamus-JM-2_DB4448_N1","hypothalamus-JM-2",1675,1154,0.045373134,4.537313433,2,NA
"hypothalamus-JM-2_DB9118_N1","hypothalamus-JM-2",4737,2344,0.001266624,0.126662445,0,0
"hypothalamus-JM-2_DB2181_N1","hypothalamus-JM-2",1675,1019,0.002985075,0.298507463,10,NA
"hypothalamus-JM-2_DB4609_N1","hypothalamus-JM-2",3506,1847,0.001996577,0.19965773,0,3
"hypothalamus-JM-2_DB3933_N1","hypothalamus-JM-2",2904,1644,0.005165289,0.516528926,0,2
"hypothalamus-JM-2_DB10049_N1","hypothalamus-JM-2",5073,2540,0.024246008,2.424600828,6,NA
"hypothalamus-JM-2_DB1658_N1","hypothalamus-JM-2",2031,1198,0.00295421,0.295420975,10,NA
"hypothalamus-JM-2_DB1746_N2","hypothalamus-JM-2",5284,2601,0.001324754,0.132475397,3,3
"hypothalamus-JM-2_DB3827_N1","hypothalamus-JM-2",1668,987,0.004796163,0.479616307,8,NA
"hypothalamus-JM-2_DB1116_N1","hypothalamus-JM-2",5857,2738,0.002219566,0.221956633,0,0
"hypothalamus-JM-2_DB6962_N1","hypothalamus-JM-2",1682,962,0.005350773,0.535077289,2,NA
"hypothalamus-JM-2_DB5691_N1","hypothalamus-JM-2",3762,1955,0.002126528,0.212652844,2,NA
"hypothalamus-JM-2_DB6869_N1","hypothalamus-JM-2",1375,840,0.003636364,0.363636364,2,NA
"hypothalamus-JM-2_DB8634_N1","hypothalamus-JM-2",2008,1203,0.003984064,0.398406375,8,NA
"hypothalamus-JM-2_DB2540_N1","hypothalamus-JM-2",2672,1419,0.001497006,0.149700599,2,NA
"hypothalamus-JM-2_DB4307_N1","hypothalamus-JM-2",3119,1560,0.001282462,0.128246233,2,NA
"hypothalamus-JM-2_DB10286_N1","hypothalamus-JM-2",2393,1379,0.002507313,0.2507313,10,NA
"hypothalamus-JM-2_DB10324_N1","hypothalamus-JM-2",2875,1600,0.001391304,0.139130435,0,2
"hypothalamus-JM-2_DB9712_N1","hypothalamus-JM-2",3057,1558,0.003598299,0.359829899,2,NA
"hypothalamus-JM-2_DB8405_N1","hypothalamus-JM-2",2438,1350,0.002050861,0.205086136,8,NA
"hypothalamus-JM-2_DB1456_N1","hypothalamus-JM-2",2776,1495,0.01945245,1.945244957,2,NA
"hypothalamus-JM-2_DB6052_N1","hypothalamus-JM-2",2763,1574,0.023887079,2.388707926,2,NA
"hypothalamus-JM-2_DB4815_N1","hypothalamus-JM-2",1795,1312,0.004456825,0.445682451,4,10
"hypothalamus-JM-2_DB6073_N1","hypothalamus-JM-2",6990,2998,0.001144492,0.114449213,0,0
"hypothalamus-JM-2_DB9741_N1","hypothalamus-JM-2",4585,2296,0.040130862,4.01308615,1,6
"hypothalamus-JM-2_DB1270_N1","hypothalamus-JM-2",3289,1673,0.002128306,0.212830648,2,NA
"hypothalamus-JM-2_DB4380_N1","hypothalamus-JM-2",1443,910,0.006237006,0.623700624,13,NA
"hypothalamus-JM-2_DB8687_N1","hypothalamus-JM-2",3413,1899,0.033694697,3.369469675,6,NA
"hypothalamus-JM-2_DB8922_N1","hypothalamus-JM-2",2763,1491,0.010133912,1.013391241,0,2
"hypothalamus-JM-2_DB2047_N1","hypothalamus-JM-2",4473,2309,0.069081154,6.908115359,6,NA
"hypothalamus-JM-2_DB8006_N1","hypothalamus-JM-2",2225,1288,0.009438202,0.943820225,2,NA
"hypothalamus-JM-2_DB1852_N1","hypothalamus-JM-2",8951,3876,0.004245336,0.424533572,11,11
"hypothalamus-JM-2_DB1980_N1","hypothalamus-JM-2",1599,947,0.020637899,2.063789869,10,NA
"hypothalamus-JM-2_DB5751_N1","hypothalamus-JM-2",1891,925,0.171337916,17.13379164,5,NA
"hypothalamus-JM-2_DB5672_N1","hypothalamus-JM-2",2380,1531,0.007142857,0.714285714,3,10
"hypothalamus-JM-2_DB1472_N1","hypothalamus-JM-2",2931,1587,0.023541453,2.354145343,2,NA
"hypothalamus-JM-2_DB5994_N1","hypothalamus-JM-2",2946,1643,0.002376103,0.237610319,0,2
"hypothalamus-JM-2_DB5062_N1","hypothalamus-JM-2",4005,1892,0.008988764,0.898876404,2,NA
"hypothalamus-JM-2_DB10328_N1","hypothalamus-JM-2",4133,2475,0.001209775,0.120977498,3,3
"hypothalamus-JM-2_DB1345_N1","hypothalamus-JM-2",2358,1273,0.003392706,0.339270568,0,0
"hypothalamus-JM-2_DB8370_N1","hypothalamus-JM-2",7493,3274,0.009075137,0.907513679,3,9
"hypothalamus-JM-2_DB156_N1","hypothalamus-JM-2",1406,911,0.006401138,0.640113798,13,NA
"hypothalamus-JM-2_DB7241_N1","hypothalamus-JM-2",2503,1400,0.001598082,0.15980823,5,NA
"hypothalamus-JM-2_DB1099_N1","hypothalamus-JM-2",1576,909,0.003172589,0.317258883,2,NA
"hypothalamus-JM-2_DB7918_N2","hypothalamus-JM-2",5691,2640,0.002811457,0.281145669,0,0
"hypothalamus-JM-2_DB502_N1","hypothalamus-JM-2",3182,1861,0.001257071,0.125707102,11,11
"hypothalamus-JM-2_DB8050_N1","hypothalamus-JM-2",2308,1340,0.007365685,0.736568458,2,NA
"hypothalamus-JM-2_DB5431_N2","hypothalamus-JM-2",3136,1757,0.027104592,2.710459184,6,NA
